城市,GRP（单位：亿元）,AI百度指数,政策数量,科学技术支出（单位：万元）,教育支出（单位：万元）,年份,全部企业,注销,注销率
南宁市,4026.9053,154861,3,78509,1295459,2018,2778,4.0,0.0014398848092152627
南宁市,4507.0,161098,3,106667,1408642,2019,3505,6.0,0.0017118402282453639
南宁市,4726.0,144446,7,132196,1489412,2020,5324,30.0,0.005634861006761833
南宁市,5121.0,124922,19,136939,1540349,2021,8467,177.0,0.02090468879177985
南宁市,5218.0,125481,28,185515,1579384,2022,11833,386.0,0.032620637201047915
南宁市,5469.0,190714,26,157265,1557888,2023,14507,585.0,0.04032536017095195
南平市,1339.5148,45423,0,19266,436642,2015,80,0.0,0.0
南平市,1457.7378,55282,0,18099,463089,2016,103,0.0,0.0
南平市,1620.54,68285,2,31004,501458,2017,136,1.0,0.007352941176470588
南平市,1792.513,67142,9,36957,555951,2018,173,3.0,0.017341040462427744
南平市,1992.0,64892,16,33879,570662,2019,216,2.0,0.009259259259259259
南平市,2007.0,69854,16,34908,576477,2020,330,43.0,0.1303030303030303
南平市,2118.0,58086,13,26139,579218,2021,507,98.0,0.1932938856015779
南平市,2212.0,59805,10,30742,622160,2022,709,97.0,0.1368124118476728
南平市,2270.0,70272,14,32693,622457,2023,957,139.0,0.1452455590386625
南昌市,4000.014,111513,0,82004,854606,2015,688,0.0,0.0
南昌市,4354.9927,121086,0,101403,900287,2016,904,0.0,0.0
南昌市,4547.63,157307,1,217331,998001,2017,1132,0.0,0.0
南昌市,5274.6716,178909,2,273821,1110034,2018,1442,3.0,0.0020804438280166435
南昌市,5596.0,168141,2,339770,1264296,2019,1837,9.0,0.004899292324442025
南昌市,5746.0,141754,1,372224,1351071,2020,3145,34.0,0.010810810810810811
南昌市,6651.0,128595,2,458501,1380575,2021,5051,211.0,0.041773906157196596
南昌市,7204.0,133040,4,395079,1453125,2022,7147,424.0,0.05932559115712886
南昌市,7213.0,198207,6,371957,1589642,2023,8843,748.0,0.08458667872893814
南通市,6148.3955,87293,0,242700,1643600,2015,354,0.0,0.0
南通市,6768.2,99849,0,228329,1548735,2016,441,0.0,0.0
南通市,7734.64,113230,0,272407,1529899,2017,566,0.0,0.0
南通市,8427.0,123952,2,377790,1483343,2018,736,1.0,0.001358695652173913
南通市,9383.0,114530,3,330100,1720700,2019,940,3.0,0.0031914893617021275
南通市,10036.0,111881,4,410379,1917646,2020,1926,12.0,0.006230529595015576
南通市,11027.0,104919,4,503323,1897358,2021,3054,112.0,0.0366732154551408
南通市,11380.0,106134,8,528337,1882727,2022,4128,182.0,0.04408914728682171
南通市,11813.0,130755,10,572045,1910722,2023,5549,273.0,0.04919805370336998
南阳市,2866.8156,75091,0,61702,1000570,2015,158,0.0,0.0
南阳市,3114.9653,90690,0,70715,1087962,2016,219,0.0,0.0
南阳市,3345.3,104856,1,83424,1218277,2017,284,0.0,0.0
南阳市,3566.7734,132084,2,99620,1348463,2018,381,0.0,0.0
南阳市,3815.0,122795,5,120479,1547911,2019,498,3.0,0.006024096385542169
南阳市,3926.0,118111,7,141431,1655403,2020,710,3.0,0.004225352112676056
南阳市,4342.0,93589,9,140048,1573375,2021,1279,22.0,0.017200938232994525
南阳市,4555.0,96604,8,162832,1765479,2022,1847,85.0,0.0460205739036275
南阳市,4572.0,113152,8,193404,1862903,2023,2686,178.0,0.06626954579300075
厦门市,3466.0288,119434,0,185764,1018751,2015,3031,0.0,0.0
厦门市,3784.2662,135895,0,212673,1090629,2016,3844,0.0,0.0
厦门市,4351.72,173885,4,237386,1231528,2017,4781,1.0,0.00020916126333403055
厦门市,4791.4131,183643,16,285559,1363853,2018,5835,0.0,0.0
厦门市,5995.0,169841,31,384332,1476725,2019,7123,0.0,0.0
厦门市,6384.0,146025,35,412243,1599003,2020,10951,86.0,0.007853164094603233
厦门市,7034.0,125768,32,505626,1791918,2021,16970,541.0,0.031879787860931055
厦门市,7803.0,124314,23,602411,1956311,2022,21657,1034.0,0.04774437826107032
厦门市,8066.0,169942,25,616598,2037659,2023,25874,1399.0,0.05406972250135271
双鸭山市,433.3342,20215,0,3718,178613,2015,4,0.0,0.0
双鸭山市,437.3971,24866,0,1289,187018,2016,6,0.0,0.0
双鸭山市,462.9111,25687,0,1007,149681,2017,7,0.0,0.0
双鸭山市,507.0075,33241,1,2533,152360,2018,10,0.0,0.0
双鸭山市,476.0,29528,1,2747,157354,2019,12,0.0,0.0
双鸭山市,494.0,39092,2,2466,168322,2020,19,0.0,0.0
双鸭山市,516.0,19902,2,12954,174315,2021,29,0.0,0.0
双鸭山市,557.0,20057,2,12913,180106,2022,52,1.0,0.019230769230769232
双鸭山市,541.0,31858,1,6120,187415,2023,95,5.0,0.05263157894736842
台州市,3553.8533,86304,0,167047,986283,2015,201,0.0,0.0
台州市,3898.6594,96416,0,115254,1084686,2016,257,0.0,0.0
台州市,4388.22,111449,3,137217,1226156,2017,322,0.0,0.0
台州市,4874.6696,110483,5,169642,1345144,2018,438,1.0,0.00228310502283105
台州市,5134.0,108663,9,287879,1473112,2019,578,1.0,0.0017301038062283738
台州市,5263.0,110832,9,175336,1491485,2020,1283,54.0,0.042088854247856584
台州市,5786.0,98022,11,221466,1581500,2021,1947,149.0,0.07652799178222908
台州市,6041.0,101371,10,268593,1746919,2022,2472,225.0,0.09101941747572816
台州市,6241.0,128664,12,316323,1919376,2023,3095,230.0,0.07431340872374798
合肥市,5660.27,127532,0,372666,1192865,2015,1695,0.0,0.0
合肥市,6274.3777,149444,0,1016998,1190748,2016,2291,1.0,0.00043649061545176777
合肥市,7003.05,186354,1,695921,1418002,2017,3107,5.0,0.0016092693916961698
合肥市,7822.9061,207124,8,919741,1635053,2018,4190,8.0,0.0019093078758949881
合肥市,9409.0,204362,11,1303222,1940527,2019,5808,81.0,0.013946280991735538
合肥市,10046.0,174205,19,1633287,1975427,2020,8461,171.0,0.020210377023992435
合肥市,11413.0,163351,23,1740822,2101977,2021,14657,556.0,0.03793409292488231
合肥市,12013.0,163182,33,2456708,2363239,2022,20324,1039.0,0.051121826412123594
合肥市,12674.0,226410,31,2460306,2521680,2023,26012,1495.0,0.05747347378133169
吉安市,1328.5198,37031,0,75203,766135,2015,78,0.0,0.0
吉安市,1461.3721,51121,0,73901,789720,2016,109,0.0,0.0
吉安市,1633.47,72015,1,86765,866115,2017,144,0.0,0.0
吉安市,1742.2292,85917,2,115177,936144,2018,185,0.0,0.0
吉安市,2085.0,76910,2,129078,1025944,2019,264,2.0,0.007575757575757576
吉安市,2168.0,75135,1,146120,1083481,2020,605,9.0,0.01487603305785124
吉安市,2526.0,62294,2,154417,1112021,2021,963,42.0,0.04361370716510903
吉安市,2750.0,64332,3,183930,1177293,2022,1289,98.0,0.07602792862684252
吉安市,2735.0,78685,5,242265,1232285,2023,1650,101.0,0.06121212121212121
吉林市,2394.186,76453,0,34798,562400,2015,125,0.0,0.0
吉林市,2453.5091,83219,0,27194,599423,2016,174,0.0,0.0
吉林市,2208.8526,96662,2,39761,582762,2017,221,0.0,0.0
吉林市,2210.2386,93529,6,20098,629735,2018,278,0.0,0.0
吉林市,1417.0,90456,6,17580,524645,2019,329,10.0,0.030395136778115502
吉林市,1453.0,88412,4,12396,572710,2020,397,7.0,0.017632241813602016
吉林市,1550.0,72857,6,13433,479353,2021,619,19.0,0.030694668820678513
吉林市,1518.0,70280,7,3518,475271,2022,822,40.0,0.04866180048661801
吉林市,1584.0,86754,9,10177,524065,2023,1066,109.0,0.1022514071294559
吕梁市,955.8013,45793,0,10688,598227,2015,42,0.0,0.0
吕梁市,995.3079,59559,0,16646,599429,2016,52,0.0,0.0
吕梁市,1310.3217,67770,0,24553,644344,2017,78,0.0,0.0
吕梁市,1420.3195,73444,0,17641,731960,2018,98,0.0,0.0
吕梁市,1512.0,66396,0,21344,729461,2019,119,0.0,0.0
吕梁市,1538.0,71464,3,13980,703902,2020,166,0.0,0.0
吕梁市,2071.0,56304,5,15284,713090,2021,349,6.0,0.017191977077363897
吕梁市,2419.0,60465,5,14657,877348,2022,510,35.0,0.06862745098039216
吕梁市,2366.0,75580,3,14290,950194,2023,653,72.0,0.11026033690658499
吴忠市,404.8073,8292,0,8679,240148,2015,26,0.0,0.0
吴忠市,442.4283,18713,0,10208,258210,2016,34,0.0,0.0
吴忠市,508.1146,19718,0,13994,309621,2017,49,0.0,0.0
吴忠市,534.5336,27061,1,24809,311272,2018,60,0.0,0.0
吴忠市,580.0,27030,2,28066,324678,2019,75,1.0,0.013333333333333334
吴忠市,622.0,32595,2,24166,377013,2020,107,2.0,0.018691588785046728
吴忠市,762.0,28153,3,28301,381040,2021,169,6.0,0.03550295857988166
吴忠市,867.0,27858,2,22487,383876,2022,248,12.0,0.04838709677419355
吴忠市,902.0,45888,4,28159,404260,2023,299,22.0,0.07357859531772576
周口市,2089.6975,59460,0,27009,932117,2015,64,0.0,0.0
周口市,2263.8615,61694,0,25997,965144,2016,101,0.0,0.0
周口市,2459.7,74727,1,33729,1016845,2017,122,1.0,0.00819672131147541
周口市,2687.21,81953,2,38983,1136803,2018,177,0.0,0.0
周口市,3198.0,72833,5,43637,1207467,2019,234,0.0,0.0
周口市,3267.0,77136,7,68553,1298749,2020,370,3.0,0.008108108108108109
周口市,3496.0,72106,9,97420,1250565,2021,769,21.0,0.027308192457737322
周口市,3617.0,77582,8,117126,1297926,2022,1122,85.0,0.07575757575757576
周口市,3333.0,92604,8,149068,1301832,2023,1662,134.0,0.08062575210589651
呼伦贝尔市,1598.95,34808,0,39814,476649,2015,36,0.0,0.0
呼伦贝尔市,1620.85,43086,0,34328,501899,2016,46,0.0,0.0
呼伦贝尔市,1186.0,55910,0,18871,487322,2017,60,0.0,0.0
呼伦贝尔市,1252.9,60819,2,15352,495770,2018,80,0.0,0.0
呼伦贝尔市,1193.0,55329,2,13596,536350,2019,101,0.0,0.0
呼伦贝尔市,1172.0,62201,3,12588,541161,2020,128,0.0,0.0
呼伦贝尔市,1355.0,44986,3,11756,509443,2021,212,3.0,0.014150943396226415
呼伦贝尔市,1536.0,42099,5,13452,593289,2022,323,15.0,0.04643962848297214
呼伦贝尔市,1596.0,59479,4,18453,621458,2023,427,22.0,0.05152224824355972
呼和浩特市,3090.52,88265,0,25504,492723,2015,382,0.0,0.0
呼和浩特市,3173.59,97350,0,42768,527952,2016,501,0.0,0.0
呼和浩特市,2744.0,60005,0,36607,535916,2017,656,0.0,0.0
呼和浩特市,2903.5,115325,2,33397,510864,2018,801,1.0,0.0012484394506866417
呼和浩特市,2791.0,115288,2,71868,501030,2019,984,6.0,0.006097560975609756
呼和浩特市,2801.0,103592,3,45266,590931,2020,1251,5.0,0.003996802557953637
呼和浩特市,3121.0,97725,3,31329,461312,2021,1965,15.0,0.007633587786259542
呼和浩特市,3329.0,95046,5,44325,535001,2022,2892,43.0,0.014868603042876901
呼和浩特市,3802.0,126552,4,82136,678760,2023,3929,194.0,0.04937643166200051
咸宁市,1030.07,28895,0,30200,330400,2015,64,0.0,0.0
咸宁市,1107.93,37281,0,37400,373700,2016,87,0.0,0.0
咸宁市,1234.86,52818,3,38180,366423,2017,114,0.0,0.0
咸宁市,1362.42,67454,4,52106,356018,2018,152,0.0,0.0
咸宁市,1595.0,57979,5,66219,399041,2019,191,0.0,0.0
咸宁市,1525.0,63354,10,69590,424511,2020,247,2.0,0.008097165991902834
咸宁市,1752.0,50904,20,70732,405283,2021,505,10.0,0.019801980198019802
咸宁市,1876.0,48211,23,72819,466612,2022,754,50.0,0.06631299734748011
咸宁市,1819.0,67521,16,73348,500971,2023,1074,80.0,0.074487895716946
咸阳市,2155.91,67617,0,11712,647314,2015,122,1.0,0.00819672131147541
咸阳市,2390.97,80856,0,20167,688056,2016,164,1.0,0.006097560975609756
咸阳市,2293.0,89372,1,29145,656749,2017,233,3.0,0.012875536480686695
咸阳市,2376.453,93390,3,29145,656749,2018,312,4.0,0.01282051282051282
咸阳市,2195.0,95164,5,16095,645932,2019,419,9.0,0.021479713603818614
咸阳市,2205.0,96237,6,10368,654485,2020,664,106.0,0.15963855421686746
咸阳市,2581.0,85528,4,12575,672484,2021,1033,133.0,0.1287512100677638
咸阳市,2818.0,85164,2,29119,722157,2022,1803,189.0,0.1048252911813644
咸阳市,2878.0,104122,1,31228,751041,2023,4524,294.0,0.0649867374005305
哈尔滨市,5751.2119,116697,0,90855,1246338,2015,550,0.0,0.0
哈尔滨市,6101.6096,135406,0,76353,1221745,2016,697,0.0,0.0
哈尔滨市,6257.1751,162462,0,87425,1247846,2017,891,2.0,0.002244668911335578
哈尔滨市,6300.4794,169257,1,119777,1180131,2018,1140,4.0,0.0035087719298245615
哈尔滨市,5249.0,170821,1,156306,1194121,2019,1541,4.0,0.0025957170668397143
哈尔滨市,5184.0,148424,1,126930,1174796,2020,2336,22.0,0.009417808219178082
哈尔滨市,5352.0,129163,1,97527,1143298,2021,3512,103.0,0.029328018223234623
哈尔滨市,5490.0,125563,6,103930,1241589,2022,4903,225.0,0.04589027126249235
哈尔滨市,5576.0,168491,6,115925,1278783,2023,6398,517.0,0.08080650203188497
唐山市,6103.0601,81284,0,64203,1232266,2015,211,0.0,0.0
唐山市,6354.8675,93888,1,85842,1167144,2016,267,0.0,0.0
唐山市,3205.0,108946,2,71110,1337546,2017,329,1.0,0.00303951367781155
唐山市,6954.97,126189,4,89057,1451959,2018,422,3.0,0.0071090047393364926
唐山市,6890.0,128029,5,98211,1560263,2019,562,6.0,0.010676156583629894
唐山市,7211.0,119664,4,123386,1657621,2020,701,15.0,0.021398002853067047
唐山市,8231.0,99335,5,134692,1785522,2021,876,26.0,0.02968036529680365
唐山市,8901.0,98059,5,105424,1851265,2022,1213,88.0,0.07254740313272877
唐山市,9133.0,118372,5,121353,1830022,2023,1855,180.0,0.09703504043126684
商丘市,1812.1623,63306,0,19306,705502,2015,39,1.0,0.02564102564102564
商丘市,1989.1538,75852,0,19428,698090,2016,55,0.0,0.0
商丘市,2195.55,83525,1,54374,853929,2017,72,0.0,0.0
商丘市,2389.0346,96371,2,70024,897283,2018,112,0.0,0.0
商丘市,2911.0,89356,5,92806,931222,2019,157,0.0,0.0
商丘市,2926.0,93663,7,106658,992332,2020,247,0.0,0.0
商丘市,3083.0,83575,9,117399,906108,2021,568,23.0,0.040492957746478875
商丘市,3263.0,84574,8,147538,966145,2022,844,53.0,0.06279620853080568
商丘市,3109.0,96305,8,178504,1029111,2023,1246,118.0,0.09470304975922954
商洛市,621.831,22069,0,8333,417127,2015,13,0.0,0.0
商洛市,699.298,37155,0,7982,392181,2016,19,0.0,0.0
商洛市,757.0,39384,1,7257,381520,2017,29,0.0,0.0
商洛市,824.767,36516,3,10120,403075,2018,36,0.0,0.0
商洛市,837.0,31654,5,8491,430771,2019,48,0.0,0.0
商洛市,739.0,34613,6,7811,449885,2020,91,12.0,0.13186813186813187
商洛市,852.0,20850,4,5055,453981,2021,146,26.0,0.1780821917808219
商洛市,903.0,23957,2,6358,487613,2022,201,24.0,0.11940298507462686
商洛市,836.0,45612,1,7127,483283,2023,275,17.0,0.06181818181818182
嘉兴市,3517.8068,85893,0,163574,888079,2015,422,0.0,0.0
嘉兴市,3862.1104,96271,0,179357,897234,2016,549,0.0,0.0
嘉兴市,4380.52,113092,3,202514,1020834,2017,751,0.0,0.0
嘉兴市,4871.9836,118839,5,238688,1202026,2018,955,2.0,0.0020942408376963353
嘉兴市,5370.0,115025,9,330388,1310320,2019,1264,8.0,0.006329113924050633
嘉兴市,5510.0,110768,9,340099,1402850,2020,2341,59.0,0.025202904741563434
嘉兴市,6355.0,104429,11,389168,1484607,2021,3369,224.0,0.06648857227663996
嘉兴市,6739.0,106715,10,461927,1586842,2022,4253,235.0,0.05525511403715025
嘉兴市,7062.0,137565,12,547018,1635936,2023,5134,324.0,0.06310868718348267
嘉峪关市,190.0441,13002,0,1824,35925,2015,21,0.0,0.0
嘉峪关市,153.4089,10937,0,771,38380,2016,31,0.0,0.0
嘉峪关市,209.872147,12597,0,973,41249,2017,48,0.0,0.0
嘉峪关市,299.62,13326,1,1231,49846,2018,56,0.0,0.0
嘉峪关市,283.0,12498,1,2323,44775,2019,70,0.0,0.0
嘉峪关市,282.0,12383,2,4616,50991,2020,88,0.0,0.0
嘉峪关市,326.0,6984,1,4506,51605,2021,127,0.0,0.0
嘉峪关市,363.0,7641,2,6235,61066,2022,167,7.0,0.041916167664670656
嘉峪关市,383.0,18408,1,8207,61212,2023,219,11.0,0.0502283105022831
四平市,1233.2487,37039,0,5799,398671,2015,22,0.0,0.0
四平市,1193.8035,43408,0,4000,429730,2016,32,0.0,0.0
四平市,939.8299,51501,2,6956,414471,2017,37,0.0,0.0
四平市,944.3242,59020,4,5216,372201,2018,50,0.0,0.0
四平市,796.0,51106,4,3486,369750,2019,63,1.0,0.015873015873015872
四平市,527.0,55214,2,2563,290537,2020,88,2.0,0.022727272727272728
四平市,554.0,38211,6,1953,258563,2021,140,3.0,0.02142857142857143
四平市,582.0,36306,7,2954,280373,2022,209,16.0,0.07655502392344497
四平市,589.0,53267,9,3194,286250,2023,261,17.0,0.06513409961685823
固原市,217.0391,3147,0,4815,290734,2015,29,0.0,0.0
固原市,239.8058,7075,0,5379,356298,2016,43,0.0,0.0
固原市,270.0952,12582,0,6822,391610,2017,55,0.0,0.0
固原市,303.1944,18870,1,10375,350101,2018,66,0.0,0.0
固原市,323.0,27510,2,10726,358557,2019,86,0.0,0.0
固原市,352.0,31048,2,13800,421577,2020,113,1.0,0.008849557522123894
固原市,375.0,18483,3,12148,400559,2021,167,2.0,0.011976047904191617
固原市,410.0,21550,2,11676,405960,2022,227,6.0,0.02643171806167401
固原市,437.0,32321,4,16050,416848,2023,279,16.0,0.05734767025089606
大同市,1053.3703,43625,0,7813,561838,2015,42,0.0,0.0
大同市,1025.7962,53407,0,9014,542410,2016,52,0.0,0.0
大同市,1121.3101,68987,0,22012,540778,2017,72,0.0,0.0
大同市,1271.9598,76644,0,21855,518619,2018,98,0.0,0.0
大同市,1319.0,71188,0,22603,541117,2019,146,2.0,0.0136986301369863
大同市,1370.0,78781,3,23268,547670,2020,208,0.0,0.0
大同市,1686.0,60013,5,12036,541720,2021,379,3.0,0.0079155672823219
大同市,1843.0,64176,5,14800,555161,2022,557,17.0,0.03052064631956912
大同市,1872.0,76842,3,5039,618340,2023,714,76.0,0.10644257703081232
大庆市,2983.4587,60025,0,5049,377156,2015,98,0.0,0.0
大庆市,2610.0031,67694,0,12134,431759,2016,126,0.0,0.0
大庆市,2680.5216,77479,0,4971,439536,2017,161,0.0,0.0
大庆市,2801.1583,78109,1,7125,445152,2018,204,0.0,0.0
大庆市,2568.0,77193,1,33781,447771,2019,266,0.0,0.0
大庆市,2301.0,82656,1,13359,451340,2020,324,3.0,0.009259259259259259
大庆市,2620.0,70847,1,16918,454555,2021,454,4.0,0.00881057268722467
大庆市,2989.0,63652,1,18181,459250,2022,676,19.0,0.028106508875739646
大庆市,2862.0,80689,1,23615,475914,2023,946,49.0,0.05179704016913319
大连市,7731.6363,110301,0,182829,1094058,2015,778,0.0,0.0
大连市,6810.1998,121262,0,205481,1093409,2016,981,0.0,0.0
大连市,6989.8,166606,2,121861,1092038,2017,1214,0.0,0.0
大连市,7668.4823,165092,3,356622,1107497,2018,1526,0.0,0.0
大连市,7002.0,144965,4,274946,1159337,2019,1938,8.0,0.0041279669762641896
大连市,7030.0,133916,5,230244,1193103,2020,3012,38.0,0.012616201859229747
大连市,7826.0,119628,4,212689,1251675,2021,4733,107.0,0.022607225860976125
大连市,8431.0,118194,3,149017,1259457,2022,6434,277.0,0.0430525334162263
大连市,8753.0,159593,2,136146,1194208,2023,8033,478.0,0.059504543757002364
天水市,553.7728,11710,0,10415,465357,2015,60,0.0,0.0
天水市,590.5136,18628,0,10766,525682,2016,78,0.0,0.0
天水市,598.9529,42881,0,12025,590652,2017,95,0.0,0.0
天水市,652.0542,62064,1,11027,616002,2018,117,0.0,0.0
天水市,633.0,58426,1,11632,619524,2019,140,0.0,0.0
天水市,667.0,61539,2,14015,645046,2020,176,2.0,0.011363636363636364
天水市,750.0,39986,1,13899,626214,2021,271,1.0,0.0036900369003690036
天水市,814.0,48144,2,14988,670892,2022,387,13.0,0.03359173126614987
天水市,857.0,59710,1,28019,677370,2023,502,23.0,0.045816733067729085
天津市,16538.19,158467,0,1208200,5074400,2015,2365,0.0,0.0
天津市,17885.39,185261,0,1251740,5024901,2016,3085,1.0,0.00032414910858995135
天津市,18549.19,223873,1,1159606,4352701,2017,4045,0.0,0.0
天津市,18809.64,248178,4,1057097,4466652,2018,5243,8.0,0.0015258439824527943
天津市,14104.0,228720,7,1099548,4669789,2019,6838,26.0,0.0038022813688212928
天津市,14084.0,197377,10,1181712,4429121,2020,12162,142.0,0.011675711231705311
天津市,15695.0,166744,21,1039691,4792461,2021,16934,1018.0,0.060115743474666354
天津市,16311.0,165475,22,621605,4789376,2022,21438,1304.0,0.06082656964269055
天津市,16737.0,238347,22,770293,4917886,2023,26876,1676.0,0.06236047030808156
太原市,2735.3442,100091,0,128030,620878,2015,757,0.0,0.0
太原市,2955.6045,113819,0,83197,703360,2016,963,0.0,0.0
太原市,3382.1819,154401,0,185297,730005,2017,1220,0.0,0.0
太原市,3884.4778,168170,0,250447,808097,2018,1533,2.0,0.001304631441617743
太原市,4029.0,168184,0,232044,830649,2019,2124,7.0,0.003295668549905838
太原市,4153.0,144238,3,348265,915507,2020,2999,18.0,0.006002000666888963
太原市,5122.0,123539,5,344096,980932,2021,5411,213.0,0.03936425799297727
太原市,5571.0,120903,5,155377,978136,2022,7746,182.0,0.023495997934417763
太原市,5574.0,161426,3,409182,1070737,2023,10171,644.0,0.06331727460426703
威海市,3001.57,66627,0,122039,692775,2015,194,0.0,0.0
威海市,3212.2,74761,0,127987,751238,2016,264,0.0,0.0
威海市,3512.91,90773,1,150309,805473,2017,344,1.0,0.0029069767441860465
威海市,3641.48,90635,4,127487,826470,2018,450,0.0,0.0
威海市,2964.0,89040,16,127260,829781,2019,597,2.0,0.0033500837520938024
威海市,3018.0,90371,20,72522,854240,2020,917,8.0,0.008724100327153763
威海市,3464.0,84087,20,66588,854521,2021,1600,67.0,0.041875
威海市,3408.0,82097,15,77567,903185,2022,2112,158.0,0.07481060606060606
威海市,3514.0,95184,14,88591,910923,2023,2680,224.0,0.08358208955223881
娄底市,1291.6626,40413,0,11117,366982,2015,52,0.0,0.0
娄底市,1400.1393,46477,0,8667,467402,2016,69,0.0,0.0
娄底市,1411.81,61463,0,11932,493858,2017,98,1.0,0.01020408163265306
娄底市,1540.4137,63539,1,25612,513325,2018,131,1.0,0.007633587786259542
娄底市,1641.0,60281,4,36915,572765,2019,165,3.0,0.01818181818181818
娄底市,1680.0,64016,5,52018,624136,2020,212,7.0,0.0330188679245283
娄底市,1826.0,54002,8,41195,666925,2021,288,14.0,0.04861111111111111
娄底市,1929.0,56979,11,53273,690473,2022,520,58.0,0.11153846153846154
娄底市,1991.0,82308,15,48915,694276,2023,751,72.0,0.09587217043941411
孝感市,1457.2,46611,0,77996,485906,2015,64,0.0,0.0
孝感市,1576.69,59834,0,95569,576646,2016,89,0.0,0.0
孝感市,1742.23,77800,3,105530,597025,2017,118,1.0,0.00847457627118644
孝感市,1912.9,82159,4,105927,575321,2018,156,0.0,0.0
孝感市,2301.0,78463,5,112247,609947,2019,205,1.0,0.004878048780487805
孝感市,2194.0,83658,10,99236,616170,2020,250,2.0,0.008
孝感市,2562.0,65420,20,109041,602205,2021,453,11.0,0.024282560706401765
孝感市,2777.0,64173,23,118659,623951,2022,635,30.0,0.047244094488188976
孝感市,2920.0,82117,16,127185,654417,2023,876,61.0,0.06963470319634703
宁德市,1487.359,53866,0,13531,506662,2015,206,0.0,0.0
宁德市,1623.1142,61272,0,18212,505394,2016,265,0.0,0.0
宁德市,1756.26,74845,2,25757,558140,2017,327,0.0,0.0
宁德市,1942.7951,83182,9,68029,603494,2018,525,71.0,0.13523809523809524
宁德市,2452.0,74522,16,102543,629459,2019,742,118.0,0.15902964959568733
宁德市,2619.0,77946,16,117909,668582,2020,1041,189.0,0.18155619596541786
宁德市,3151.0,69002,13,80555,708471,2021,1365,193.0,0.1413919413919414
宁德市,3555.0,74335,10,54143,819994,2022,1718,135.0,0.07857974388824214
宁德市,3807.0,81627,14,57855,835926,2023,2205,235.0,0.10657596371882086
宁波市,8003.6103,121902,0,473092,1906754,2015,1077,0.0,0.0
宁波市,8686.4911,143267,0,566227,1983694,2016,1388,1.0,0.0007204610951008645
宁波市,9842.06,162909,4,587880,2146045,2017,1801,3.0,0.001665741254858412
宁波市,10745.4632,180117,9,782647,2235538,2018,2405,5.0,0.002079002079002079
宁波市,11985.0,184506,14,1241564,2514461,2019,3167,24.0,0.007578149668455952
宁波市,12409.0,161206,13,1125943,2695754,2020,6036,159.0,0.026341948310139165
宁波市,14595.0,140131,13,1312319,2844358,2021,8614,389.0,0.04515904341769213
宁波市,15704.0,144444,12,1509955,2987893,2022,10942,605.0,0.05529153719612502
宁波市,16453.0,205795,14,1821641,3177652,2023,13109,751.0,0.05728888549851247
安庆市,1417.43,41095,0,71738,628321,2015,81,0.0,0.0
安庆市,1531.1776,48747,0,78775,634842,2016,100,0.0,0.0
安庆市,1708.83,66304,1,95817,714367,2017,141,0.0,0.0
安庆市,1917.585,73055,5,105295,780425,2018,204,1.0,0.004901960784313725
安庆市,2381.0,77352,6,113557,851921,2019,303,4.0,0.013201320132013201
安庆市,2468.0,85097,8,116519,872896,2020,431,6.0,0.013921113689095127
安庆市,2657.0,70864,5,130669,892457,2021,731,18.0,0.024623803009575923
安庆市,2767.0,69202,9,134121,946874,2022,1097,49.0,0.044667274384685506
安庆市,2878.0,80192,11,140840,1017705,2023,1549,124.0,0.08005164622336991
安康市,772.459,25474,0,6670,536881,2015,64,0.0,0.0
安康市,842.8616,37982,0,12422,565252,2016,96,0.0,0.0
安康市,975.0,44973,1,12862,605572,2017,116,0.0,0.0
安康市,1133.77,50249,3,10952,587142,2018,141,3.0,0.02127659574468085
安康市,1182.0,50312,5,12964,631595,2019,175,1.0,0.005714285714285714
安康市,1089.0,50881,6,16666,643579,2020,256,15.0,0.05859375
安康市,1209.0,32805,4,10920,649832,2021,416,53.0,0.12740384615384615
安康市,1269.0,37854,2,11780,651897,2022,535,51.0,0.09532710280373832
安康市,1217.0,57357,1,12719,651928,2023,697,47.0,0.06743185078909612
安阳市,1884.4808,65544,0,38643,557649,2015,81,0.0,0.0
安阳市,2029.8494,76906,0,41910,630525,2016,108,0.0,0.0
安阳市,2249.85,82269,1,43210,695155,2017,139,0.0,0.0
安阳市,2393.2238,88089,2,46771,773766,2018,189,1.0,0.005291005291005291
安阳市,2229.0,82447,5,47624,810543,2019,233,2.0,0.008583690987124463
安阳市,2300.0,87975,7,61404,839927,2020,341,2.0,0.005865102639296188
安阳市,2435.0,76713,9,69278,768370,2021,742,24.0,0.03234501347708895
安阳市,2512.0,78172,8,96306,851299,2022,1126,80.0,0.07104795737122557
安阳市,2486.0,94357,8,118429,873456,2023,1588,151.0,0.095088161209068
安顺市,625.41,24254,0,17741,419246,2015,24,0.0,0.0
安顺市,701.35,31145,0,19460,442625,2016,36,0.0,0.0
安顺市,802.0,40818,0,26357,476345,2017,50,0.0,0.0
安顺市,849.4,38011,2,35399,498598,2018,69,0.0,0.0
安顺市,924.0,38905,2,43945,551648,2019,86,1.0,0.011627906976744186
安顺市,967.0,41203,2,55746,572057,2020,107,3.0,0.028037383177570093
安顺市,1079.0,40553,1,70381,555092,2021,210,1.0,0.004761904761904762
安顺市,1081.0,52743,3,59366,554224,2022,392,15.0,0.03826530612244898
安顺市,1100.0,70158,3,59290,592534,2023,551,44.0,0.07985480943738657
